0,0.865086
0.02,0.822493
0.04,0.779642
0.06,0.736803
0.08,0.693946
0.1,0.651091
0.12,0.608231
0.14,0.565371
0.16,0.52251
0.18,0.479649
0.2,0.436787
0.22,0.393925
0.24,0.351062
0.26,0.308199
0.28,0.265337
0.3,0.222474
0.32,0.179611
0.34,0.136748
0.36,0.0938847
0.38,0.0510217
0.4,0.0081586
0.42,-0.0347045
0.44,-0.0775676
0.46,-0.120431
0.48,-0.163294
0.5,-0.206157
0.52,-0.24902
0.54,-0.291883
0.56,-0.334746
0.58,-0.37761
0.6,-0.420473
0.62,-0.463336
0.64,-0.506199
0.66,-0.549062
0.68,-0.591925
0.7,-0.634788
0.72,-0.677652
0.74,-0.720515
0.76,-0.763378
0.78,-0.806241
0.8,-0.849104
0.82,-0.891967
0.84,-0.93483
0.86,-0.977694
0.88,-1.02056
0.9,-1.06342
0.92,-1.10628
0.94,-1.14915
0.96,-1.19201
0.98,-1.23487
1,-1.27774
1.02,-1.3206
1.04,-1.36346
1.06,-1.40633
1.08,-1.44919
1.1,-1.49205
1.12,-1.53491
1.14,-1.57778
1.16,-1.62064
1.18,-1.6635
1.2,-1.70637
1.22,-1.74923
1.24,-1.79209
1.26,-1.83496
1.28,-1.87782
1.3,-1.92068
1.32,-1.96355
1.34,-2.00641
1.36,-2.04927
1.38,-2.09214
1.4,-2.135
1.42,-2.17786
1.44,-2.22072
1.46,-2.26359
1.48,-2.30645
1.5,-2.34931
1.52,-2.39218
1.54,-2.43504
1.56,-2.4779
1.58,-2.52077
1.6,-2.56363
1.62,-2.60649
1.64,-2.64936
1.66,-2.69222
1.68,-2.73508
1.7,-2.77795
1.72,-2.82081
1.74,-2.86367
1.76,-2.90654
1.78,-2.9494
1.8,-2.99226
1.82,-3.03512
1.84,-3.07799
1.86,-3.12085
1.88,-3.16371
1.9,-3.20658
1.92,-3.24944
1.94,-3.2923
1.96,-3.33517
1.98,-3.37803
2,-3.42089
2.02,-3.46376
2.04,-3.50662
2.06,-3.54948
2.08,-3.59235
2.1,-3.63521
2.12,-3.67807
2.14,-3.72094
2.16,-3.7638
2.18,-3.80666
2.2,-3.84952
2.22,-3.89239
2.24,-3.93525
2.26,-3.97811
2.28,-4.02098
2.3,-4.06384
2.32,-4.1067
2.34,-4.14957
2.36,-4.19243
2.38,-4.23529
2.4,-4.27816
2.42,-4.32102
2.44,-4.36388
2.46,-4.40675
2.48,-4.44961
2.5,-4.49247
2.52,-4.53533
2.54,-4.5782
2.56,-4.62106
2.58,-4.66392
2.6,-4.70679
2.62,-4.74965
2.64,-4.79251
2.66,-4.83538
2.68,-4.87824
2.7,-4.9211
2.72,-4.96397
2.74,-5.00683
2.76,-5.04969
2.78,-5.09256
2.8,-5.13542
2.82,-5.17828
2.84,-5.22115
2.86,-5.26401
2.88,-5.30687
2.9,-5.34973
2.92,-5.3926
2.94,-5.43546
2.96,-5.47832
2.98,-5.52119
3,-5.56405
3.02,-5.60691
3.04,-5.64978
3.06,-5.69264
3.08,-5.7355
3.1,-5.77837
3.12,-5.82123
3.14,-5.86409
3.16,-5.90696
3.18,-5.94982
3.2,-5.99268
3.22,-6.03554
3.24,-6.07841
3.26,-6.12127
3.28,-6.16413
3.3,-6.207
3.32,-6.24986
3.34,-6.29272
3.36,-6.33559
3.38,-6.37845
3.4,-6.42131
3.42,-6.46418
3.44,-6.50704
3.46,-6.5499
3.48,-6.59277
3.5,-6.63563
3.52,-6.67849
3.54,-6.72136
3.56,-6.76422
3.58,-6.80708
3.6,-6.84994
3.62,-6.89281
3.64,-6.93567
3.66,-6.97853
3.68,-7.0214
3.7,-7.06426
3.72,-7.10712
3.74,-7.14999
3.76,-7.19285
3.78,-7.23571
3.8,-7.27858
3.82,-7.32144
3.84,-7.3643
3.86,-7.40717
3.88,-7.45003
3.9,-7.49289
3.92,-7.53576
3.94,-7.57862
3.96,-7.62148
3.98,-7.66434
4,-7.70721
4.02,-7.75007
4.04,-7.79293
4.06,-7.8358
4.08,-7.87866
4.1,-7.92152
4.12,-7.96439
4.14,-8.00725
4.16,-8.05011
4.18,-8.09297
4.2,-8.13584
4.22,-8.1787
4.24,-8.22157
4.26,-8.26443
4.28,-8.30729
4.3,-8.35016
4.32,-8.39302
4.34,-8.43588
4.36,-8.47875
4.38,-8.52161
4.4,-8.56447
4.42,-8.60734
4.44,-8.6502
4.46,-8.69306
4.48,-8.73592
4.5,-8.77879
4.52,-8.82165
4.54,-8.86451
4.56,-8.90738
4.58,-8.95023
4.6,-8.99311
4.62,-9.03597
4.64,-9.07883
4.66,-9.1217
4.68,-9.16454
4.7,-9.20743
4.72,-9.25028
4.74,-9.29315
4.76,-9.336
4.78,-9.37888
4.8,-9.42172
4.82,-9.46461
4.84,-9.50747
4.86,-9.5503
4.88,-9.59319
4.9,-9.63607
4.92,-9.67888
4.94,-9.7218
4.96,-9.76463
4.98,-9.80749
5,-9.85039
5.02,-9.89328
5.04,-9.93601
5.06,-9.97897
5.08,-10.0218
5.1,-10.0647
5.12,-10.1076
5.14,-10.1503
5.16,-10.1933
5.18,-10.2361
5.2,-10.2791
5.22,-10.3218
5.24,-10.3648
5.26,-10.4076
5.28,-10.4503
5.3,-10.4935
5.32,-10.5363
5.34,-10.579
5.36,-10.6216
5.38,-10.665
5.4,-10.7078
5.42,-10.7505
5.44,-10.7931
5.46,-10.8362
5.48,-10.8789
5.5,-10.9226
5.52,-10.9643
5.54,-11.0079
5.56,-11.0501
5.58,-11.0938
5.6,-11.1356
5.62,-11.1781
5.64,-11.2231
5.66,-11.2653
5.68,-11.3083
5.7,-11.3518
5.72,-11.3925
5.74,-11.4358
5.76,-11.4782
5.78,-11.5231
5.8,-11.5618
5.82,-11.6119
5.84,-11.6487
5.86,-11.6951
5.88,-11.7368
5.9,-11.7755
5.92,-11.8221
5.94,-11.8743
5.96,-11.9029
5.98,-11.9498
6,-11.99
6.02,-12.0412
6.04,-12.0692
6.06,-12.1231
6.08,-12.1753
6.1,-12.2139
6.12,-12.2453
6.14,-12.2911
6.16,-12.3289
6.18,-12.385
6.2,-12.4324
6.22,-12.4324
6.24,-12.5252
6.26,-12.5463
6.28,-12.5921
6.3,-12.6169
6.32,-12.6433
6.34,-12.7334
6.36,-12.7682
6.38,-12.806
6.4,-12.8474
6.42,-12.8931
6.44,-12.8931
6.46,-12.9443
6.48,-13.0023
6.5,-13.0692
6.52,-13.1484
6.54,-13.0692
6.56,-13.0692
6.58,-13.1484
6.6,-13.0692
6.62,-13.1484
6.64,-13.2453
6.66,-13.2453
6.68,-13.3703
6.7,-13.2453
6.72,-13.5463
6.74,-13.3703
6.76,-13.3703
6.78,-13.5463
6.8,-13.5463
6.82,-13.3703
6.84,-13.5463
6.86,-13.3703
6.88,-13.5463
6.9,-13.5463
6.92,-13.5463
6.94,-13.5463
6.96,-13.5463
6.98,-13.5463
7,-13.5463
7.02,-13.5463
7.04,-13.5463
7.06,-13.5463
7.08,-13.5463
7.1,-13.5463
7.12,-13.5463
7.14,-13.5463
7.16,-13.8474
7.18,-13.8474
7.2,-13.5463
7.22,-13.3703
7.24,-13.5463
7.26,-13.5463
7.28,-13.5463
7.3,-13.5463
7.32,-13.5463
7.34,-13.5463
7.36,-13.5463
7.38,-13.5463
7.4,-13.5463
7.42,-13.5463
