0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.00685625,0.0136629,0.0203698,0.0269254,0.033276,0.0393641,0.0451267,0.0504926,0.0553781,0.0596814,0.0632741,0.0659894,0.067605,0.0678189,0.0662144,0.062211,0.0549944,0.0434162,0.0258521,0,
0,0.0145664,0.0290275,0.0432767,0.0572044,0.0706965,0.0836309,0.0958739,0.107274,0.117654,0.126796,0.134429,0.140198,0.14363,0.144085,0.140676,0.13217,0.116838,0.0922399,0.0549242,0,
0,0.0240913,0.0480083,0.0715748,0.0946097,0.116924,0.138316,0.158565,0.177419,0.194586,0.209707,0.22233,0.231871,0.237548,0.2383,0.232662,0.218595,0.193238,0.152555,0.0908385,0,
0,0.0366183,0.0729718,0.108792,0.143805,0.177723,0.210238,0.241016,0.269674,0.295767,0.31875,0.337938,0.352441,0.361069,0.362212,0.353642,0.332261,0.293718,0.23188,0.138073,0,
