20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80,84,88,92,96,100,
20,23.8164,27.6339,31.4537,35.2769,39.1045,42.9376,46.7773,50.6246,54.4803,58.3454,62.2207,66.107,70.0049,73.9152,77.8383,81.7748,85.725,89.6892,93.6677,97.6606,
20,23.6339,27.2701,30.9108,34.5582,38.2145,41.8818,45.5622,49.2576,52.97,56.701,60.4524,64.2256,68.0222,71.8433,75.69,79.5633,83.464,87.3927,91.3498,95.3357,
20,23.4537,26.9108,30.3746,33.8484,37.3355,40.8391,44.3621,47.9076,51.4783,55.0769,58.7059,62.3675,66.0639,69.7969,73.5682,77.3792,81.231,85.1246,89.0606,93.0394,
20,23.2769,26.5582,29.8484,33.1519,36.473,39.8158,43.1845,46.5828,50.0146,53.4832,56.9921,60.5442,64.1423,67.7889,71.4861,75.2359,79.0397,82.8989,86.8142,90.7862,
20,23.1045,26.2145,29.3355,32.473,35.6322,38.8184,42.0365,45.2914,48.5877,51.9297,55.3215,58.7668,62.2691,65.8315,69.4565,73.1466,76.9037,80.7293,84.6244,88.5897,
20,22.9376,25.8818,28.8391,31.8158,34.8184,37.8529,40.9253,44.0414,47.2066,50.426,53.7045,57.0464,60.456,63.9367,67.4919,71.1243,74.8361,78.6292,82.5047,86.4635,
20,22.7773,25.5622,28.3621,31.1845,34.0365,36.9253,39.8578,42.8405,45.8797,48.9813,52.1509,55.3936,58.714,62.1164,65.6045,69.1814,72.8497,76.6115,80.4682,84.4209,
20,22.6246,25.2576,27.9076,30.5828,33.2914,36.0414,38.8405,41.6961,44.6152,47.6046,50.6704,53.8184,57.054,60.3817,63.8058,67.3298,70.9567,74.6887,78.5276,82.4742,
20,22.4803,24.97,27.4783,30.0146,32.5877,35.2066,37.8797,40.6152,43.421,46.3043,49.2721,52.3308,55.4861,58.7433,62.107,65.5811,69.1688,72.8727,76.6946,80.6356,
20,22.3454,24.701,27.0769,29.4832,31.9297,34.426,36.9813,39.6046,42.3043,45.0885,47.9647,50.9398,54.0201,57.2114,60.5185,63.9459,67.497,71.1746,74.9807,78.9165,
20,22.2207,24.4524,26.7059,28.9921,31.3215,33.7045,36.1509,38.6704,41.2721,43.9647,46.7562,49.654,52.665,55.7953,59.0502,62.4344,65.9516,69.6049,73.3963,77.3273,
20,22.107,24.2256,26.3675,28.5442,30.7668,33.0464,35.3936,37.8184,40.3308,42.9398,45.654,48.4814,51.4292,54.5038,57.7111,61.0559,64.5422,68.1733,71.9513,75.8778,
20,22.0049,24.0222,26.0639,28.1423,30.2691,32.456,34.714,37.054,39.4861,42.0201,44.665,47.4292,50.3202,53.3449,56.5094,59.8189,63.2775,66.8886,70.6547,74.5771,
20,21.9152,23.8433,25.7969,27.7889,29.8315,31.9367,34.1164,36.3817,38.7433,41.2114,43.7953,46.5038,49.3449,52.3258,55.4527,58.731,62.1652,65.7588,69.5143,73.4332,
20,21.8383,23.69,25.5682,27.4861,29.4565,31.4919,33.6045,35.8058,38.107,40.5185,43.0502,45.7111,48.5094,51.4527,54.5473,57.7989,61.2122,64.7907,68.5372,72.453,
20,21.7748,23.5633,25.3792,27.2359,29.1466,31.1243,33.1814,35.3298,37.5811,39.9459,42.4344,45.0559,47.8189,50.731,53.7989,57.0285,60.4245,63.9905,67.7294,71.6427,
20,21.725,23.464,25.231,27.0397,28.9037,30.8361,32.8497,34.9567,37.1688,39.497,41.9516,44.5422,47.2775,50.1652,53.2122,56.4245,59.8068,63.363,67.096,71.0072,
20,21.6892,23.3927,25.1246,26.8989,28.7293,30.6292,32.6115,34.6887,36.8727,39.1746,41.6049,44.1733,46.8886,49.7588,52.7907,55.9905,59.363,62.9122,66.6408,70.5505,
20,21.6677,23.3498,25.0606,26.8142,28.6244,30.5047,32.4682,34.5276,36.6946,38.9807,41.3963,43.9513,46.6547,49.5143,52.5372,55.7294,59.096,62.6408,66.3666,70.2753,
20,21.6606,23.3357,25.0394,26.7862,28.5897,30.4635,32.4209,34.4742,36.6356,38.9165,41.3273,43.8778,46.5771,49.4332,52.453,55.6427,59.0072,62.5505,66.2753,70.1834,
