20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80,84,88,92,96,100,
20,23.5075,27.0181,30.5347,34.0604,37.598,41.1504,44.7204,48.3106,51.9236,55.5617,59.2271,62.922,66.6482,70.4074,74.2011,78.0305,81.8967,85.8005,89.7426,93.7233,
20,23.0181,26.0423,29.0785,32.1327,35.2108,38.3184,41.4611,44.644,47.8723,51.1507,54.4837,57.8753,61.3294,64.8493,68.4379,72.0978,75.831,79.6393,83.5238,87.4852,
20,22.5347,25.0785,27.6403,30.2289,32.8531,35.5214,38.242,41.0227,43.8711,46.7943,49.7989,52.8911,56.0764,59.3599,62.746,66.2384,69.8404,73.5543,77.3819,81.3244,
20,22.0604,24.1327,26.2289,28.3607,30.5395,32.7767,35.0831,37.4691,39.9448,42.5194,45.2017,48,50.9216,53.9731,57.1604,60.4886,63.9617,67.583,71.3548,75.2786,
20,21.598,23.2108,24.8531,26.5395,28.2843,30.1012,32.0039,34.0051,36.1174,38.3522,40.7204,43.2322,45.8967,48.7221,51.7157,54.8837,58.2312,61.7622,65.4797,69.3853,
20,21.1504,22.3184,23.5214,24.7767,26.1012,27.5114,29.0232,30.6521,32.4125,34.3184,36.3826,38.6171,41.0328,43.6393,46.4454,49.4584,52.6843,56.1279,59.7927,63.6808,
20,20.7204,21.4611,22.242,23.0831,24.0039,25.0232,26.1596,27.4306,28.8531,30.443,32.2151,34.1832,36.3597,38.756,41.3819,44.2459,47.355,50.7147,54.329,58.2001,
20,20.3106,20.644,21.0227,21.4691,22.0051,22.6521,23.4306,24.3607,25.4611,26.7498,28.2436,29.9577,31.9065,34.1024,36.5566,39.2786,42.2764,45.5561,49.1221,52.9772,
20,19.9236,19.8723,19.8711,19.9448,20.1174,20.4125,20.8531,21.4611,22.2574,23.2617,24.4925,25.9668,27.7004,29.707,31.9991,34.5871,37.4797,40.6838,44.2043,48.0442,
20,19.5617,19.1507,18.7943,18.5194,18.3522,18.3184,18.443,18.7498,19.2617,20,20.9849,22.2351,23.7674,25.5971,27.7375,30.2001,32.9945,36.1279,39.6058,43.4315,
20,19.2271,18.4837,17.7989,17.2017,16.7204,16.3826,16.2151,16.2436,16.4925,16.9849,17.7426,18.7855,20.1318,21.7979,23.7981,26.1449,28.8483,31.9165,35.355,39.1675,
20,18.922,17.8753,16.8911,16,15.2322,14.6171,14.1832,13.9577,13.9668,14.2351,14.7855,15.6393,16.816,18.3328,20.2053,22.4463,25.0669,28.0755,31.4782,35.2786,
20,18.6482,17.3294,16.0764,14.9216,13.8967,13.0328,12.3597,11.9065,11.7004,11.7674,12.1318,12.816,13.8404,15.2234,16.9811,19.1273,21.6735,24.6286,27.9991,31.7888,
20,18.4074,16.8493,15.3599,13.9731,12.7221,11.6393,10.756,10.1024,9.707,9.59706,9.79787,10.3328,11.2234,12.4886,14.1454,16.2082,18.689,21.5971,24.9392,28.7195,
20,18.2011,16.4379,14.746,13.1604,11.7157,10.4454,9.38194,8.55658,7.99906,7.73748,7.79812,8.20526,8.98106,10.1454,11.7157,13.7071,16.1318,18.9996,22.3175,26.0896,
20,18.0305,16.0978,14.2384,12.4886,10.8837,9.45835,8.24595,7.27864,6.58706,6.20012,6.14488,6.44633,7.12728,8.2082,9.70707,11.6393,14.0177,16.8522,20.15,23.9155,
20,17.8967,15.831,13.8404,11.9617,10.2312,8.68426,7.35505,6.27642,5.4797,4.99445,4.84833,5.0669,5.67347,6.68896,8.13179,10.0177,12.3597,15.1681,18.4502,22.2104,
20,17.8005,15.6393,13.5543,11.583,9.76224,8.12791,6.71474,5.55611,4.68382,4.12791,3.91647,4.07547,4.62858,5.59706,6.9996,8.85221,11.1681,13.9577,17.2285,20.9849,
20,17.7426,15.5238,13.3819,11.3548,9.4797,7.79272,6.32897,5.12214,4.20432,3.60584,3.35505,3.47815,3.99906,4.93921,6.31748,8.15002,10.4502,13.2285,16.4925,20.2466,
20,17.7233,15.4852,13.3244,11.2786,9.38533,7.68076,6.20011,4.97718,4.04416,3.43146,3.16752,3.27864,3.78879,4.71948,6.08964,7.91548,10.2104,12.9849,16.2466,20,
20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80,84,88,92,96,100,
20,23.5312,27.0654,30.6053,34.1538,37.7137,41.2876,44.8783,48.4883,52.1199,55.7754,59.457,63.1665,66.9059,70.6767,74.4803,78.3179,82.1906,86.0991,90.0439,94.0255,
20,23.0654,26.1365,29.2192,32.3189,35.4414,38.592,41.7759,44.9982,48.2637,51.5768,54.9419,58.3629,61.8432,65.3862,68.9946,72.6709,76.417,80.2345,84.1246,88.0878,
20,22.6053,25.2192,27.8502,30.5068,33.1973,35.9297,38.7119,41.5513,44.4552,47.4302,50.4827,53.6186,56.8431,60.1611,63.5768,67.0936,70.7148,74.4425,78.2784,82.2236,
20,22.1538,24.3189,26.5068,28.7285,30.9951,33.3171,35.7051,38.1688,40.7178,43.3611,46.1069,48.963,51.9365,55.0337,58.2602,61.6207,65.1191,68.7587,72.5415,76.469,
20,21.7137,23.4414,25.1973,26.9951,28.8484,30.7705,32.7741,34.8716,37.0747,39.3945,41.8413,44.4248,47.1536,50.0356,53.0776,56.2857,59.6646,63.2182,66.9493,70.8594,
20,21.2876,22.592,23.9297,25.3171,26.7705,28.3053,29.937,31.68,33.5483,35.555,37.7124,40.0319,42.5238,45.1975,48.0611,51.1215,54.3847,57.8552,61.5361,65.4295,
20,20.8783,21.7759,22.7119,23.7051,24.7741,25.937,27.2112,28.6137,30.1603,31.8662,33.7456,35.8115,38.0758,40.5493,43.2414,46.1601,49.3121,52.7026,56.3354,60.2128,
20,20.4883,20.9982,21.5513,22.1688,22.8716,23.68,24.6137,25.6915,26.9316,28.3508,29.9652,31.7895,33.837,36.1197,38.6484,41.432,44.478,47.7924,51.3793,55.2413,
20,20.1199,20.2637,20.4552,20.7178,21.0747,21.5483,22.1603,22.9316,23.8821,25.0306,26.3948,27.9907,29.8334,31.936,34.3103,36.9663,39.9123,43.1547,46.6983,50.5458,
20,19.7754,19.5768,19.4302,19.3611,19.3945,19.555,19.8662,20.3508,21.0306,21.926,23.0561,24.4387,26.0898,28.024,30.2539,32.7906,35.643,38.8182,42.3212,46.1552,
20,19.457,18.9419,18.4827,18.1069,17.8413,17.7124,17.7456,17.9652,18.3948,19.0561,19.9699,21.1552,22.6293,24.4077,26.5043,28.9306,31.6965,34.8095,38.2751,42.0966,
20,19.1665,18.3629,17.6186,16.963,16.4248,16.0319,15.8115,15.7895,15.9907,16.4387,17.1552,18.1605,19.4731,21.1095,23.0844,25.4102,28.0971,31.1534,34.5849,38.395,
20,18.9059,17.8432,16.8431,15.9365,15.1536,14.5238,14.0758,13.837,13.8334,14.0898,14.6293,15.4731,16.6408,18.1498,20.0154,22.2509,24.8671,27.8725,31.2733,35.0732,
20,18.6767,17.3862,16.1611,15.0337,14.0356,13.1975,12.5493,12.1197,11.936,12.024,12.4077,13.1095,14.1498,15.5467,17.3163,19.4724,22.0263,24.987,28.3608,32.1516,
20,18.4803,16.9946,15.5768,14.2602,13.0776,12.0611,11.2414,10.6484,10.3103,10.2539,10.5043,11.0844,12.0154,13.3163,15.0036,17.0917,19.5923,22.5146,25.8653,29.6484,
20,18.3179,16.6709,15.0936,13.6207,12.2857,11.1215,10.1601,9.43198,8.9663,8.79059,8.93061,9.41015,10.2509,11.4724,13.0917,15.1235,17.58,20.4706,23.8022,27.579,
